config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv
miss_mc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,0,0,,0,864,253,1117,results/ss/miss_mc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,588,0.2894,0,0,,0,2771,907,3678,results/ss/miss_mc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,67,0.1155,513,355,0.6920,1106,1532,592,2124,results/ss/miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,0,0.0000,481,353,0.7339,896,1230,305,1535,results/ss/miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,350,0.7592,777,1080,253,1333,results/ss/miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,0,0.0000,806,402,0.4988,2828,3648,907,4555,results/ss/miss_stream_mc2_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l,test-fmath,victim,0.0110,0.1086,1.0000,53949,1,,1814,144,0.0794,0,0,,0,0,,0,2802,592,3394,results/ss/victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l,test-llong,victim,0.0101,0.0628,1.0000,30132,1,,661,24,0.0363,0,0,,0,0,,0,1174,305,1479,results/ss/victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l,test-lswlr,victim,0.0270,0.1120,1.0000,9367,1,,536,20,0.0373,0,0,,0,0,,0,982,253,1235,results/ss/victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l,test-math,victim,0.0042,0.1340,1.0000,214193,1,,7710,718,0.0931,0,0,,0,0,,0,11504,907,12411,results/ss/victim_vc2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,victim,0.0110,0.0468,1.0000,53949,1,,782,117,0.1496,0,0,,0,0,,0,1240,592,1832,results/ss/victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,victim,0.0101,0.0518,1.0000,30132,1,,545,35,0.0642,0,0,,0,0,,0,939,305,1244,results/ss/victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,victim,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,0,0,,0,873,253,1126,results/ss/victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,victim,0.0042,0.0353,1.0000,214193,1,,2032,388,0.1909,0,0,,0,0,,0,2971,907,3878,results/ss/victim_vc16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,victim,0.0110,0.1086,1.0000,53949,1,,1814,258,0.1422,0,0,,0,0,,0,2688,592,3280,results/ss/victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,victim,0.0101,0.0628,1.0000,30132,1,,661,35,0.0530,0,0,,0,0,,0,1163,305,1468,results/ss/victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,victim,0.0270,0.1120,1.0000,9367,1,,536,29,0.0541,0,0,,0,0,,0,973,253,1226,results/ss/victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,victim,0.0042,0.1340,1.0000,214193,1,,7710,1546,0.2005,0,0,,0,0,,0,10676,907,11583,results/ss/victim_vc4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,199,0.3672,343,954,592,1546,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,6,0.0125,0,0,,475,199,0.4189,276,758,305,1063,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,201,0.4360,260,712,253,965,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,67,0.0831,0,0,,739,219,0.2963,520,1456,907,2363,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,303,0.5580,720,1228,592,1820,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,304,0.6320,531,914,305,1219,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,343,0.4256,1389,2268,907,3175,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,303,0.5580,720,1228,592,1820,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,304,0.6320,531,914,305,1219,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,343,0.4256,1389,2268,907,3175,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss,0.0110,0.0468,1.0000,53949,1,,0,0,,782,216,0.2762,0,0,,0,1141,592,1733,results/ss/miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss,0.0101,0.0518,1.0000,30132,1,,0,0,,545,63,0.1156,0,0,,0,911,305,1216,results/ss/miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,0,0,,0,864,253,1117,results/ss/miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,588,0.2894,0,0,,0,2771,907,3678,results/ss/miss_mc16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,471,350,0.7431,847,968,592,1560,results/ss/victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,440,346,0.7864,658,752,305,1057,results/ss/victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,435,346,0.7954,623,712,253,965,results/ss/victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,544,371,0.6820,1211,1395,907,2302,results/ss/victim_stream_vc2_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,380,0.7011,2430,2860,592,3452,results/ss/victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,377,0.7920,1485,1790,305,2095,results/ss/victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,375,0.8134,1290,1568,253,1821,results/ss/victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,100,0.1241,0,0,,706,415,0.5878,4365,5072,907,5979,results/ss/victim_stream_vc16_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,519,0.2861,1295,390,0.3012,2715,4752,592,5344,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,59,0.0893,602,332,0.5515,810,1617,305,1922,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,54,0.1007,482,302,0.6266,540,1186,253,1439,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,3455,0.4481,4255,728,0.1711,10581,18620,907,19527,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,519,0.2861,1295,390,0.3012,2715,4752,592,5344,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,59,0.0893,602,332,0.5515,810,1617,305,1922,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,54,0.1007,482,302,0.6266,540,1186,253,1439,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,3455,0.4481,4255,728,0.1711,10581,18620,907,19527,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,miss,0.0110,0.0468,1.0000,53949,1,,0,0,,782,178,0.2276,0,0,,0,1179,592,1771,results/ss/miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss.csv
miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,miss,0.0101,0.0518,1.0000,30132,1,,0,0,,545,57,0.1046,0,0,,0,917,305,1222,results/ss/miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss.csv
miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,miss,0.0270,0.1016,1.0000,9367,1,,0,0,,486,16,0.0329,0,0,,0,868,253,1121,results/ss/miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss.csv
miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,miss,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,479,0.2357,0,0,,0,2880,907,3787,results/ss/miss_mc8__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss.csv
miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,791,0.4361,1023,227,0.2219,796,2724,592,3316,results/ss/miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,82,0.1241,579,212,0.3661,367,1271,305,1576,results/ss/miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,61,0.1138,475,202,0.4253,273,1012,253,1265,results/ss/miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,4877,0.6326,2833,348,0.1228,2485,9482,907,10389,results/ss/miss_stream_mc16_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.1086,1.0000,53949,1,,1814,271,0.1494,0,0,,1543,534,0.3461,15135,17276,592,17868,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0000,30132,1,,661,35,0.0530,0,0,,626,408,0.6518,3270,4025,305,4330,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.1120,1.0000,9367,1,,536,29,0.0541,0,0,,507,379,0.7475,1920,2514,253,2767,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.1340,1.0000,214193,1,,7710,1557,0.2019,0,0,,6153,1300,0.2113,72795,82160,907,83067,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.1086,1.0000,53949,1,,1814,271,0.1494,0,0,,1543,534,0.3461,15135,17276,592,17868,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0000,30132,1,,661,35,0.0530,0,0,,626,408,0.6518,3270,4025,305,4330,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.1120,1.0000,9367,1,,536,29,0.0541,0,0,,507,379,0.7475,1920,2514,253,2767,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.1340,1.0000,214193,1,,7710,1557,0.2019,0,0,,6153,1300,0.2113,72795,82160,907,83067,results/ss/victim_stream_vc4_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,199,0.3672,343,954,592,1546,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,6,0.0125,0,0,,475,199,0.4189,276,758,305,1063,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,201,0.4360,260,712,253,965,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,2,0.0025,0,0,,804,222,0.2761,582,1580,907,2487,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,199,0.3672,343,954,592,1546,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,6,0.0125,0,0,,475,199,0.4189,276,758,305,1063,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,201,0.4360,260,712,253,965,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,2,0.0025,0,0,,804,222,0.2761,582,1580,907,2487,results/ss/victim_stream_vc4_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,297,0.6306,522,696,592,1288,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,298,0.6773,426,568,305,873,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,297,0.6828,414,552,253,805,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,316,0.5809,684,923,907,1830,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,297,0.6306,522,696,592,1288,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,298,0.6773,426,568,305,873,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,297,0.6828,414,552,253,805,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,316,0.5809,684,923,907,1830,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,victim,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,0,0,,0,471,592,1063,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,victim,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,0,0,,0,440,305,745,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,victim,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,0,0,,0,435,253,688,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,victim,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,0,0,,0,555,907,1462,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,97,0.1240,0,0,,685,321,0.4686,1092,2031,592,2623,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,30,0.0550,0,0,,515,304,0.5903,633,1273,305,1578,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,475,301,0.6337,522,1094,253,1347,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,322,0.1585,0,0,,1710,404,0.2363,3918,6551,907,7458,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
